Country,Institution,Type,Project,Amount (in USD),Financial Close,Region,Recipient Country,Recipient Subregion,Project Sponsor,Construction Company,Generator Manufacturer,Source 1,Notes,Source 2,Source 3,Sector Group,Sector,Plant Type,Total Project Value ,Status,Power Plant Size (MW) or Share ,Annual Emissions (MMTCO2),Lifetime Emissions (MMTCO2) ,Coal Mine Size (Mtpa) ,Full MW Size ,Parent Company,SSS Manufacturer,Turbine Manufacturer,Architechture/Engineering,GPPD ID,Latitude,Longitude,Location Source
Japan,Japan International Cooperation Agency (JICA),Other Public Financer,Indramayu (2000MW) Expansion,$0 ,1/1/1950,Southeast Asia,Indonesia,,,,,,,,,Coal Power Plant,Coal Power Plant,Ultrasupercritical,,Financing,2000,2.28,91,,,PT PLN PERSERO,,,,,,,
South Africa,Export Credit Insurance Corporation of South Africa (ECIC),Export Credit & Insurance,Supply and instilling a coal dense media separation plant,,1/1/1950,Sub-Saharan Africa,Zimbabwe,,Makomo Resources Pty Ltd & Bond Equipment Pty Ltd,,,http://www.ecic.co.za/About-Us/Projects,,,,Other/Unspecified,Coal - other,,,Financing,,0,0,,,,,,,,,,
Japan,Japan International Cooperation Agency (JICA),Other Public Financer,Nacala Rail and Port Project,$0 ,1/1/1950,Sub-Saharan Africa,Mozambique,,Vale and Mitsui,,,http://www.jbic.go.jp/en/efforts/environment/projects/51455,"The Project’s total cost is expected to be around US$5 billion (of which about US$2.7 billion will be financed by senior debt). IFC is considering investing up to US$200 million as an A Loan together with US$65 million from SAFE, China under the Managed Co-lending Portfolio Program
The proposed investment consists of the project for the construction and operation of a 912 km long railway line (greenfield as well as brownfield) extending from the Tete region in north-west Mozambique through Malawi to a greenfield deep sea coal terminal in Nacala-a-Velha on the north east coast of Mozambique (the “Nacala Corridor Project”). The project will enable evacuation and export of the coal produced by the Moatize coal mine operated by Vale Moçambique, a large Brazilian mining conglomerate, in the Tete region of Mozambique.",,,Other/Unspecified,Coal - Transport,,,Financing,,0,0,3,,,,,,,,,
Multilateral,African Development Bank (AfDB),Multilateral,Nacala Rail and Port Project,,1/1/1950,Sub-Saharan Africa,Mozambique,,Vale and Mitsui,,,http://www.jbic.go.jp/en/efforts/environment/projects/51455,"The Project’s total cost is expected to be around US$5 billion (of which about US$2.7 billion will be financed by senior debt). IFC is considering investing up to US$200 million as an A Loan together with US$65 million from SAFE, China under the Managed Co-lending Portfolio Program
The proposed investment consists of the project for the construction and operation of a 912 km long railway line (greenfield as well as brownfield) extending from the Tete region in north-west Mozambique through Malawi to a greenfield deep sea coal terminal in Nacala-a-Velha on the north east coast of Mozambique (the “Nacala Corridor Project”). The project will enable evacuation and export of the coal produced by the Moatize coal mine operated by Vale Moçambique, a large Brazilian mining conglomerate, in the Tete region of Mozambique.","http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Project_Brief_Nacala_Rail___Port__Project__Multinational_2015.pdf
https://ijglobal.com/data/transaction/31942/nacala-railway-corridor-912km",,Other/Unspecified,Coal - Transport,,,Financing,,0,0,,,,,,,,,,
Japan,Nippon Export and Investment Insurance (NEXI),Export Credit & Insurance,Nacala Rail and Port Project,,1/1/1950,Sub-Saharan Africa,Mozambique,,Vale and Mitsui,,,http://www.jbic.go.jp/en/efforts/environment/projects/51455,"The Project’s total cost is expected to be around US$5 billion (of which about US$2.7 billion will be financed by senior debt). IFC is considering investing up to US$200 million as an A Loan together with US$65 million from SAFE, China under the Managed Co-lending Portfolio Program
The proposed investment consists of the project for the construction and operation of a 912 km long railway line (greenfield as well as brownfield) extending from the Tete region in north-west Mozambique through Malawi to a greenfield deep sea coal terminal in Nacala-a-Velha on the north east coast of Mozambique (the “Nacala Corridor Project”). The project will enable evacuation and export of the coal produced by the Moatize coal mine operated by Vale Moçambique, a large Brazilian mining conglomerate, in the Tete region of Mozambique.",,,Other/Unspecified,Coal - Transport,,,Financing,,0,0,,,,,,,,,,
Japan,Japan Bank for International Cooperation (JBIC),Export Credit & Insurance,Nacala Rail and Port Project,,1/1/1950,Sub-Saharan Africa,Mozambique,,Vale and Mitsui,,,http://www.jbic.go.jp/en/efforts/environment/projects/51455,"The Project’s total cost is expected to be around US$5 billion (of which about US$2.7 billion will be financed by senior debt). IFC is considering investing up to US$200 million as an A Loan together with US$65 million from SAFE, China under the Managed Co-lending Portfolio Program
The proposed investment consists of the project for the construction and operation of a 912 km long railway line (greenfield as well as brownfield) extending from the Tete region in north-west Mozambique through Malawi to a greenfield deep sea coal terminal in Nacala-a-Velha on the north east coast of Mozambique (the “Nacala Corridor Project”). The project will enable evacuation and export of the coal produced by the Moatize coal mine operated by Vale Moçambique, a large Brazilian mining conglomerate, in the Tete region of Mozambique.",,,Other/Unspecified,Coal - Transport,,,Financing,,0,0,,,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Nacala Rail and Port Project,"$265,000,000 ",1/1/1950,Sub-Saharan Africa,Mozambique,,Vale and Mitsui,,,https://disclosures.ifc.org/#/projectDetailESRS/8582,"The Project’s total cost is expected to be around US$5 billion (of which about US$2.7 billion will be financed by senior debt). IFC is considering investing up to US$200 million as an A Loan together with US$65 million from SAFE, China under the Managed Co-lending Portfolio Program
The proposed investment consists of the project for the construction and operation of a 912 km long railway line (greenfield as well as brownfield) extending from the Tete region in north-west Mozambique through Malawi to a greenfield deep sea coal terminal in Nacala-a-Velha on the north east coast of Mozambique (the “Nacala Corridor Project”). The project will enable evacuation and export of the coal produced by the Moatize coal mine operated by Vale Moçambique, a large Brazilian mining conglomerate, in the Tete region of Mozambique.","http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Project_Brief_Nacala_Rail___Port__Project__Multinational_2015.pdf
https://ijglobal.com/data/transaction/31942/nacala-railway-corridor-912km",,Other/Unspecified,Coal - Transport,,,Financing,,0,0,,,,,,,,,,
South Africa,Export Credit Insurance Corporation of South Africa (ECIC),Export Credit & Insurance,Nacala Rail and Port Project,,1/1/1950,Sub-Saharan Africa,Mozambique,,Vale and Mitsui,,,IJ Global: Project Finance and Infrastructure Journal,,,,Other/Unspecified,Coal - Transport,,"$4,200,000,000 ",Financing,,0,0,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Construction of a new district heating system (Energy Efficiency and Renewables Programme – Phase IV),"$75,753,000 ",1/1/1950,Europe,Macedonia,,Not identified,,,Parliamentary Inquiry,PENDING avg exchange rate for 2014 1.329,,,Other/Unspecified,Coal-fired district heating,,,Financing,,0,0,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Energy Sector Programme III (district heating),"$5,316,000 ",1/1/1950,Europe,Kosovo,,Not identified,,,Parliamentary Inquiry,PENDING avg exchange rate for 2014 1.329,,,Other/Unspecified,Coal-fired district heating,,,Financing,,0,0,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Suralaya Power Plant ,"$232,575,000 ",1/1/1950,Southeast Asia,Indonesia,,Not identified,,,,"PENDING avg exchange rate for 2014 1.329; (environmental measure: deployment of modern environmental protection technologies for waste gas purification, and rehabilitation of generators, turbines and boilers)",,,Coal Power Plant Emissions Control,Coal Power Plant Emissions Control,,,Financing,,0,0,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Nikola Tesla A Power Plant ,"$59,805,000 ",1/1/1950,Europe,Serbia,,Not identified,,,,PENDING avg exchange rate for 2014 1.329, (environmental measure: modernisation of an ash disposal system),,,Coal Power Plant Emissions Control,Coal Power Plant Emissions Control,,,Financing,,0,0,,,,,,,,,
China,Export-Import Bank of China,Export Credit & Insurance,GEL Isiolo PV Plant (40 MW),"$86,000,000 ",1/1/1950,Sub-Saharan Africa,Kenya,,Greenmillenia Energy Ltd,,,Bloomberg New Energy Finance,,http://www.breakbulk.com/greenmillenia-to-build-large-scale-solar-plant-in-kenya/,,Renewables,Photovoltaic Solar,,,Stalled,40,,,,40,,,,,,,,
China,China Development Bank,Other Public Financer,Jhimpir wind power project (100MW),,1/1/1950,South Asia,Pakistan,"Jhimpir, Sindh",UEP Wind Power,,,http://cpec.gov.pk/progress-update,,,,Renewables,Wind,,"$250,000,000 ",Financing,100,,,,,,,,,,,,
China,Export Import Bank of China (Chexim),Export Credit & Insurance,Quaid-i-Azam Solar Park Bahawalpur Phase 2 (600MW),,1/1/1950,South Asia,Pakistan,Punjab,Zonergy solar projects in Punjab (900MW),,,http://cpec.gov.pk/progress-update,,,,Renewables,Solar,,"$1,350,000,000 ",Financing,300,,,,,,,,,,,,
China,China Development Bank,Other Public Financer,Quaid-i-Azam Solar Park Bahawalpur Phase 2 (600MW),,1/1/1950,South Asia,Pakistan,Punjab,Zonergy solar projects in Punjab (900MW),,,http://cpec.gov.pk/progress-update,,,,Renewables,Solar,,,Financing,300,,,,,,,,,,,,
China,Export-Import Bank of China,Export Credit & Insurance,Cauchari Solar PV Complex (400MW),,1/1/1950,Latin America & Caribbean,Argentina,Jujuy,TBD,,Shanghái Electric,http://news.xinhuanet.com/english/2017-10/07/c_136663223.htm,ICBC also interested,https://renewablesnow.com/news/interview-jujuy-aims-to-sign-300-mw-solar-ppa-in-january-553228/,https://ijglobal.com/articles/100938/chinese-lenders-consider-argentine-solar,Renewables,Photovoltaic Solar, ,,Pre-financing,400,,,,400,,,,,,,,
China,Export-Import Bank of China,Export Credit & Insurance,Insukamini Solar PV Plant (100MW),,1/1/1950,Sub-Saharan Africa,Zimbabwe,"Insukamini, Bulawayo",ZTE Corporation,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Pre-financing,100,,,,100,,,,,,,,
China,China Co-financing Fund for Latin America and the Caribbean,Other Public Financer,Solem Solar PV Complex (290MW),"$50,000,000 ",1/1/1950,Latin America & Caribbean,Mexico,Aguascalientes," Cubico Sustainable Investments, Alten Energías Renovables ",,,IJ Global: Project Finance and Infrastructure Journal,"Financial close is expected as early as July-end 2017
China's PBoC committed 2 billion USD in 2013 to this fund to be executed by the Inter-American Development Bank (IDB). 500 million for public sector loans, 1.5 billion for private sector. There is also a related 3 billion USD fund for private equity, administered by China Exim Bank, with funding from different Chinese institutions. https://www.linkedin.com/company-beta/13220501/, http://www.nowgrenada.com/2013/03/china-approved-2-billion-fund-for-caribbean-and-latin-america/",,,Renewables,Photovoltaic Solar,,,Financing,96.67,,,,72.5,,,,,,,,
China,Export-Import Bank of China,Export Credit & Insurance,Singida Wind Farm (50 MW),"$123,000,000 ",1/1/1950,Sub-Saharan Africa,Tanzania,Sangida,"Geo Wind Power Tanzania Limited (Geo Wind) (DC, Tanesco and Power Pool East Africa Limited)",,,https://www.esi-africa.com/news/tanzania-secures-132m-chinese-loan-for-wind-power-project/, ,https://cleantechnica.com/2014/08/04/china-export-import-bank-tanzania-wind-project/,"http://www.zimtac.com/first-wind-farm-in-tanzania/
http://www.oxfordbusinessgroup.com/news/tanzania-lays-out-big-investments-power-generation",Renewables,Onshore Wind, ,,,50,,,,50,,,,,,,,
European Union,European Commission,Other Public Financer,Ouagadougou Solar PV Plant (30MW),"$31,980,000 ",1/1/1950,Sub-Saharan Africa,Burkina Faso,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financing,10,,,,10,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Noor Midelt CSP-PV Complex (800MW) PPP,"$100,000,000 ",1/1/1950,Middle East & North Africa,Morocco,Midelt,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,"Thermal Solar, Photovoltaic Solar",,,Pre-financing,133.33,,,,133.3,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Kiwano Solar Thermal Plant (100MW),"$130,000,000 ",1/1/1950,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Thermal Solar,,,Financing,16.67,,,,16.7,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Ouagadougou Solar PV Plant (30MW),"$24,300,000 ",1/1/1950,Sub-Saharan Africa,Burkina Faso,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financing,10,,,,10,,,,,,,,
France,Agence Francaise de Development - Proparco,Other Public Financer,Redstone CSP Plant (100MW),"$29,200,000 ",1/1/1950,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Thermal Solar,,,Financing,25,,,,25,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Meru Wind Farm Phase 1 (100MW),$0 ,1/1/1950,Sub-Saharan Africa,Kenya,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financing,33.33,,,,50,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Oruro Solar PV Plant (50MW),"$65,500,000 ",1/1/1950,Latin America & Caribbean,Bolivia,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financing,25,,,,50,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Sharm El-Sheikh Solar PV Plant (40MW),"$45,290,000 ",1/1/1950,Middle East & North Africa,Egypt,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financing,40,,,,40,,,,,,,,
France,Agence Francaise de Development - Proparco,Other Public Financer,Pan African Solar PV Plant (75MW),"$40,000,000 ",1/1/1950,Sub-Saharan Africa,Nigeria,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financing,37.5,,,,25,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Gulf of Suez Wind Farm (200MW),"$54,460,000 ",1/1/1950,Middle East & North Africa,Egypt,,New and Renewable Energy Authority, ,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,"$290,810,000 ",Financing,50,,,,50,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Kenya Wind & Solar PV Portfolio (10.2MW),,1/1/1950,Sub-Saharan Africa,Kenya,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,"Onshore Wind,Photovoltaic Solar",,,Pre-financing,10.2,,,,10.2,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Kom Ombo PV Power Plant Project (20 MW),"$45,147,746 ",1/1/1950,Middle East & North Africa,Egypt,,Egyptian Ministry of Electricity and Renewable Energy,,,Oil Change International’s Shift the Subsidies Database,,https://dailynewsegypt.com/2016/12/18/33-companies-present-bids-kom-ombo-20-mw-solar-plant/,"http://www.afd.fr/lang/en/home/presse-afd/communiques/ctnscroll_ActualitesList/6_42   

http://www.afd.fr/lang/en/home/presse-afd/communiques?actuCtnId=133994   

http://www.afd.fr/webdav/site/afd/shared/PUBLICATIONS/INSTITUTIONNEL/rapports-annuels/AFD-Annual-report-2014-EN.PDF (see p.65)    

https://ijglobal.com/data/project/35058?name=Kom%20Ombo%20Solar%20PV%20Plant%20(200MW)&link=%2Farticles%2F101078%2Fegypts-kom-ombo-solar-prequalified
",Renewables,Solar,,,Financing,20,,,,,,,,,,,,
France,Agence Francaise de Development,Other Public Financer,Meru Wind Farm Phase 1 (100MW),"$135,000,000 ",1/1/1950,Sub-Saharan Africa,Kenya,,Kenya Electricity Generating Company ,,,Oil Change International’s Shift the Subsidies Database,,http://www.afd.fr/lang/en/home/presse-afd/communiques?actuCtnId=137313,https://ijglobal.com/data/transaction/35032/meru-wind-farm-phase-1-100mw,Renewables,Wind,,,Financing,33.33,,,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Sapphire Wind Farm (150MW),"$40,000,000 ",1/1/1950,South Asia,Pakistan,Sindh,Sapphire Group,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,"$335,000,000 ",Financing,37.5,,,,37.5,KfW,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Noor Midelt CSP-PV Complex (800MW) PPP,"$750,000,000 ",1/1/1950,Middle East & North Africa,Morocco,Midelt,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,"Thermal Solar, Photovoltaic Solar",,,Pre-financing,133.33,,,,133.3,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Kiwano Solar Thermal Plant (100MW),"$100,000,000 ",1/1/1950,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Thermal Solar,,,Financing,16.67,,,,16.7,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Morocco (ONEE) Wind Power Programme (850MW),"$140,440,000 ",1/1/1950,Middle East & North Africa,Morocco,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financing,212.5,,,,212.5,,,,,,,,
